ManufacturerName,Distribution Name,SKU Code,SKU Manufacturer Code,SKU Description,Units In Carton,AWS in Units,AWS Adjusted,MSL in Units,Available Total Units,Total buying Amount,Live Cartons,Live Units,Live Total Units,Live Total buying Amount,SKUDescription,AWSQty,BusinessUnitName,LTDS_Amount,BrandName,Sale,Ctn,SCD,LastOrderDateSKU,LastOrderDateManu,OOS,SKU Category,totalsku,lastpurday,type,OdrDat,OdrQty,OdrValue,AWSActiveAmt,AWSActive,AWSAtvPcs,TopSKU,AllowSec,AllowPri,MasterSKUDescription,MTD,MasterSKUCode,tags,Shown in App,TGT,TGTskulevel,MRP,top15,SubCategoryName,desc,SubCatNew
Islamabad Tea,Jugnu Fulfillment Centre - Islamabad,SKU05847,8964001085768,Islamabad Tea Leaf Blend Pack 170 gm,60,7147,1001,0,21,6288.45,0,0,0,0,Islamabad Tea Leaf Blend Pack 170 gm,13,Tea and Coffee,244386,Islamabad Tea Leaf Blend,6288.45,0,0,6,6,5,Chai and Coffee,1,6,Bravo,45103,25,476190,435847,23,1359,Core,,,Islamabad Tea Leaf Blend 190 Gm,925795,MSKU05166,ST001-Core,No,9240000,1816462,SKU05847 MRP-[350],Top15-SubCat,Chai,Islamabad Tea Leaf Blend Pack 170 gm,OOS SKU
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06789,RPJL64.,Rocket Size 4 64pc,4,4003,665,0,1720,3159498.62,398,0,1592,2924373.14,Rocket Size 4  64pc,79,Home & Personal Care,626200,Rocket Diapers & Wipes,235125.48,398,33,11,11,,Baby Care,1,11,Alpha,,,,1402750,175,700,Core,,,Jumbo Large 64.,3380130,MSKU05951,ST001-Core,Yes,12000000,3757041,SKU06789 MRP-[2333],Top15-SubCat,Diapers and Wipes,Rocket Size 4 64pc,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06788,RPBW72.,Rocket Baby Wipes 72,24,1827,273,0,4318,423720.16,176,20,4244,416458.63,Rocket Baby Wipes 72,14,Home & Personal Care,37236,Rocket Diapers & Wipes,7261.53,176,78,36,11,,Baby Care,1,36,Alpha,,,,70395,27,656,,,,72 - ROCKET BABY WIPES.,128459,MSKU05950,ST001-Core,Yes,12000000,104561,SKU06788 MRP-[124],,Diapers and Wipes,Rocket Baby Wipes 72,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06794,RPJRL32.,Rocket Size 4 32pc,8,1057,420,0,1097,1007737.11,133,7,1071,983852.73,Rocket Size 4  32pc,9,Home & Personal Care,68694,Rocket Diapers & Wipes,23884.38,133,100,11,11,,Baby Care,1,11,Alpha,,,,163273,21,164,,,,Junior Large 32.,548475,MSKU05956,ST001-Core,Yes,12000000,724683,SKU06794 MRP-[1103],Top15-SubCat,Diapers and Wipes,Rocket Size 4 32pc,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06793,RPJXXL52.,Rocket Size 6 52pc,4,960,455,0,0,0,0,0,0,0,Rocket Size 6  52pc,55,Home & Personal Care,439680,Rocket Diapers & Wipes,0,0,0,11,11,5,Baby Care,1,11,Alpha,,,,468340,59,235,,,,Jumbo XXL 52.,1170450,MSKU05955,ST001-Core,No,12000000,829371,SKU06793 MRP-[2333],Top15-SubCat,Diapers and Wipes,Rocket Size 6 52pc,OOS SKU
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06798,RPJRS40.,Rocket Size 2 40pc,8,533,210,0,192,176376.96,23,4,188,172702.44,Rocket Size 2  40pc,5,Home & Personal Care,35842,Rocket Diapers & Wipes,3674.52,23,34,11,11,,Baby Care,1,11,Alpha,,,,73676,9,74,,,,Junior Small 40.,280752,MSKU05958,ST001-Core,Yes,12000000,366941,SKU06798 MRP-[1103],,Diapers and Wipes,Rocket Size 2 40pc,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06792,RPJXL58.,Rocket Size 5 58pc,4,2056,546,0,434,797370.84,82,1,329,604458.54,Rocket Size 5  58pc,58,Home & Personal Care,457590,Rocket Diapers & Wipes,192912.3,82,9,11,11,,Baby Care,1,11,Alpha,,,,612330,77,306,Core,,,Jumbo XL 58.,1977669,MSKU05954,ST001-Core,Yes,12000000,1911897,SKU06792 MRP-[2333],Top15-SubCat,Diapers and Wipes,Rocket Size 5 58pc,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06796,RPJRM36.,Rocket Size 3 36pc,8,550,126,0,645,592516.35,79,0,632,580574.16,Rocket Size 3  36pc,5,Home & Personal Care,36914,Rocket Diapers & Wipes,11942.19,79,110,11,11,,Baby Care,1,11,Alpha,,,,69724,9,68,,,,Junior Medium 36.,279855,MSKU05957,ST001-Core,Yes,12000000,378620,SKU06796 MRP-[1111],,Diapers and Wipes,Rocket Size 3 36pc,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06800,RPNB40.,Rocket Size 1 40pc,8,242,196,0,0,0,0,0,0,0,Rocket Size 1  40pc,0,Home & Personal Care,1,Rocket Diapers & Wipes,0,0,0,50,11,31,Baby Care,1,50,Alpha,,,,191980,30,239,,,,New Born 40.,,MSKU05959,ST001-Core,No,12000000,4528,SKU06800 MRP-[944],,Diapers and Wipes,Rocket Size 1 40pc,OOS SKU
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06790,RPJM72.,Rocket Size 3 72pc,4,2677,434,0,1258,2303583.68,293,1,1173,2147936.13,Rocket Size 3  72pc,55,Home & Personal Care,436640,Rocket Diapers & Wipes,155647.55,293,34,11,11,,Baby Care,1,11,Alpha,,,,937450,117,468,Core,,,Jumbo Medium 72.,2082120,MSKU05952,ST001-Core,Yes,12000000,2485352,SKU06790 MRP-[2333],Top15-SubCat,Diapers and Wipes,Rocket Size 3 72pc,Rocket Diapers & Wipes
Rocket Diapers,Jugnu Fulfillment Centre - Islamabad,SKU06791,RPJS80.,Rocket Size 2 80pc,4,1622,266,0,883,1621696.25,211,1,845,1551906.38,Rocket Size 2  80pc,33,Home & Personal Care,263190,Rocket Diapers & Wipes,69789.87,211,41,11,11,,Baby Care,1,11,Alpha,,,,534790,67,267,Core,,,Jumbo Small 80.,1064440,MSKU05953,ST001-Core,Yes,12000000,1437007,SKU06791 MRP-[2333],Top15-SubCat,Diapers and Wipes,Rocket Size 2 80pc,Rocket Diapers & Wipes
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU04044,SKU00607,Nido FortiGrow Full Cream Milk Powder 800g,12,107,28,0,4,6071.29,0,1,1,1517.82,Nido FortiGrow Full Cream Milk Powder 800g,1,Dairy,22883,Nido,4553.47,0,0,45,6,,Dairy,1,45,Bravo,,,,77829,4,48,,,No,NIDO FCMP 12x800 g PK,47665,MSKU03394,,Yes,14500000,50762,SKU04044 MRP-[1760],,Powdered Milk,Nido FortiGrow Full Cream Milk Powder 800g,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03854,SKU00586,EveryDay Original Range 850g,12,792,154,0,70,102666.9,5,4,64,93866.88,EveryDay Original Range 850g,2,Dairy,44444,EveryDay Powder,8800.02,5,15,14,6,,Dairy,1,14,Bravo,,,,169644,10,123,,,,EveryDay Original Range 900g,463293,MSKU03245,ST001-Core,Yes,14500000,524055,SKU03854 MRP-[1600],Top15-SubCat,Powdered Milk,EveryDay Original Range 850g,EveryDay Powder
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03853,SKU00364,EveryDay Original Range Powder 350g,24,639,112,0,133,85282.26,4,11,107,68610.54,EveryDay Original Range Powder 350g,3,Dairy,39771,EveryDay Powder,16671.72,4,12,14,6,,Dairy,1,14,Bravo,,,,73675,5,113,,,,EveryDay Original Range Powder 375g,197347,MSKU03244,,Yes,14500000,223432,SKU03853 MRP-[700],,Powdered Milk,EveryDay Original Range Powder 350g,EveryDay Powder
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU09391,SKU09391,Nescafe Chilled Mocha 220ml x12,12,438,133,0,0,0,0,0,0,0,Nescafe Chilled Mocha 220ml x12,0,Dairy,1,Nescafe Chilled,0,0,0,20,6,13,Dairy,1,20,Bravo,,,,28159,20,234,,,No,Nescafe Chilled Mocha 220ml x12,31512,MSKU07873,,No,14500000,42680,SKU09391 MRP-[130],Top15-SubCat,Flavoured Milk,Nescafe Chilled Mocha 220ml x12,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03930,SKU00385,Nido FortiGrow 900g,12,386,56,0,283,409650.99,21,6,258,373462.74,Nido FortiGrow 900g,2,Dairy,42823,Nido,36188.25,21,61,41,6,,Dairy,1,41,Bravo,,,,75310,4,51,,,No,Nido FortiGrow WO Handle 910g,238468,MSKU03321,,Yes,14500000,287288,SKU03930 MRP-[1590],Top15-SubCat,Powdered Milk,Nido FortiGrow 900g,Nido
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU04033,SKU00346,Bunyad 600g,12,96,63,0,0,0,0,0,0,0,Bunyad 600g,0,Dairy,1,Bunyad,0,0,0,52,6,31,Dairy,1,52,Bravo,,,,48117,5,60,,,No,NESTLE BUNYAD 12x600g PK,,MSKU03384,,No,14500000,4492,SKU04033 MRP-[870],,Powdered Milk,Bunyad 600g,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU04032,SKU00243,Bunyad 900gm,12,681,98,0,144,168906.24,10,4,124,145447.04,Bunyad 900gm,5,Dairy,75848,Bunyad,23459.2,10,13,6,6,,Dairy,1,6,Bravo,,,,127992,9,108,,,,NESTL BUNYAD NRecipe 12x910g PK,372361,MSKU03383,ST001-Core,Yes,14500000,439896,SKU04032 MRP-[1280],Top15-SubCat,Powdered Milk,Bunyad 900gm,Bunyad
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03926,SKU00237,NesVita Move 200ml,24,480,1043,0,0,0,0,0,0,0,NesVita Move 200ml,0,Dairy,1,NesVita Milk,0,0,0,52,6,39,Dairy,1,52,Bravo,,,,34667,24,571,,,No,NesVita Move 200ml,,MSKU03317,,No,14500000,,SKU03926 MRP-[65],,Milk,NesVita Move 200ml,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03870,NMP231,Milk Pak UHT 1 Litre x 12,12,23878,3794,0,72,17378.64,1,0,12,2896.44,Milk Pak UHT 1 Litre x 12,76,Dairy,223096,Milk Pak UHT Milk,14482.2,1,0,20,6,,Dairy,1,20,Bravo,,,,340820,116,1392,Core,,,Milk Pak UHT 12 Percent Fat 1 Litre,2841960,MSKU03261,ST001-Core,Yes,14500000,3430275,SKU03870 MRP-[260],Top15-SubCat,Milk,Milk Pak UHT 1 Litre x 12,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU15069,SKU09603,Milk Pak UHT 1 Ltr (Promo 11+1),12,108,3794,0,852,191563.68,52,0,624,140300.16,Milk Pak UHT 1 Ltr (Promo 11+1),0,Dairy,1,Milk Pak UHT Milk,51263.52,52,982102,6,6,,Dairy,1,6,Bravo,,,,340820,116,1392,Core,,,Milk Pak UHT 12 Percent Fat 1 Litre,,MSKU03261,ST001-Core,Yes,14500000,3430275,SKU15069 MRP-[260],Top15-SubCat,Milk,Milk Pak UHT 1 Litre x 12,Milk Pak UHT Milk
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03915,SKU00381,Milo Ready to Drink 180ml x 24 Carton.,24,9264,2177,0,2904,186573.98,92,0,2208,141857.9,Milo Ready to Drink 180ml x 24 Carton.,64,Dairy,101103,Milo Ready to Drink,44716.08,92,10,6,6,,Dairy,1,6,Bravo,45101,100,155785,178180,113,2712,,,,Milo ActivGo NRecipe 180ml,137418,MSKU03306,ST001-Core,Yes,14500000,242971,SKU03915 MRP-[70],Top15-SubCat,Flavoured Milk,Milo Ready to Drink 180ml x 24 Carton.,Milo Ready to Drink
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU06853,SKU00359aa,EveryDay Mixed Tea Powder 15g x 12,396,27660,3689,0,7283,165833.91,16,239,6575,149712.75,EveryDay Mixed Tea Powder 15g x 12,4,Dairy,47713,EveryDay Powder,16121.16,16,22,41,6,,Dairy,1,41,Bravo,,,,82744,8,2976,,,,EveryDay Mixed Tea Powder 15g x 12,300807,MSKU03250,ST001-Core,Yes,14500000,364501,SKU06853 MRP-[30],Top15-SubCat,Powdered Milk,EveryDay Mixed Tea Powder 15g x 12,EveryDay Powder
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03849,SKU00240,Bunyad 260g,36,2608,406,0,360,125434.8,4,6,150,52264.5,Bunyad 260g,7,Dairy,84801,Bunyad,73170.3,4,4,6,6,,Dairy,1,6,Bravo,,,,171031,14,486,,,,Bunyad NRecipe 260g,452517,MSKU03240,ST001-Core,Yes,14500000,577024,SKU03849 MRP-[380],Top15-SubCat,Powdered Milk,Bunyad 260g,Bunyad
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03847,SKU00574,EveryDay Tea Creamer 180ml x 24,24,5520,35672,0,0,0,0,0,0,0,EveryDay Tea Creamer 180ml x 24,48,Dairy,41504,EveryDay Liquid,0,0,0,14,6,7,Dairy,1,14,Bravo,,,,218239,253,6072,,,,EveryDay Tea Creamer 180ml,198451,MSKU03238,,No,14500000,185558,SKU03847 MRP-[38],Top15-SubCat,Tea Whiteners,EveryDay Tea Creamer 180ml x 24,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03862,SKU00360,EveryDay Mixed Tea Powder 9g x 18,648,0,0,0,0,0,0,0,0,0,EveryDay Mixed Tea Powder 9g x 18,0,Dairy,1,EveryDay Powder,0,0,0,398,6,438,Dairy,1,398,Bravo,45101,1,7614,9688,1,786,,,,EveryDay Mixed Tea Powder 9g x 18,,MSKU03253,ST001-Core,No,14500000,,SKU03862 MRP-[13],,Powdered Milk,EveryDay Mixed Tea Powder 9g x 18,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03851,SKU00242,Bunyad 130g 1x6 Sachet String,96,1536,273,0,768,133762.56,7,12,684,119132.28,Bunyad 130g 1x6 Sachet String,0,Dairy,1056,Bunyad,14630.28,7,790,6,6,,Dairy,1,6,Bravo,,,,85511,5,486,,,,Bunyad NRecipe 130g 1x6 Sachet String,112946,MSKU03242,ST001-Core,Yes,14500000,138374,SKU03851 MRP-[190],Top15-SubCat,Powdered Milk,Bunyad 130g 1x6 Sachet String,Bunyad
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03869,NMP123,Milk Pak UHT 250ml x 27,27,182270,27433,0,21303,1343580.21,615,0,16605,1047277.35,Milk Pak UHT 250ml x 27,709,Dairy,1217471,Milk Pak UHT Milk,296302.86,615,6,14,6,,Dairy,1,14,Bravo,45101,700,1191452,2152042,1254,33851,Core,,,Milk Pak UHT 12 Percent Fat 250ml,5397942,MSKU03260,ST001-Core,Yes,14500000,6609396,SKU03869 MRP-[68],Top15-SubCat,Milk,Milk Pak UHT 250ml x 27,Milk Pak UHT Milk
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03928,SKU00245,Nido FortiGrow Improved 390g,24,694,105,0,135,91377.45,4,16,112,75809.44,Nido FortiGrow Improved 390g,2,Dairy,35079,Nido,15568.01,4,15,14,6,,Dairy,1,14,Bravo,,,,57092,3,83,,,,Nido FortiGrow Improved 390g,190640,MSKU03319,,Yes,14500000,248990,SKU03928 MRP-[740],Top15-SubCat,Powdered Milk,Nido FortiGrow Improved 390g,Nido
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03850,SKU00241,Bunyad 26g 1x12 Sachet String,576,35760,4746,0,33072,1066572,54,84,31188,1005813,Bunyad 26g 1x12 Sachet String,6,Dairy,105412,Bunyad,60759,54,67,41,6,,Dairy,1,41,Bravo,,,,191766,10,5916,,,,Bunyad NRecipe 26g 1x12 Sachet String,467125,MSKU03241,ST001-Core,Yes,14500000,593137,SKU03850 MRP-[35],Top15-SubCat,Powdered Milk,Bunyad 26g 1x12 Sachet String,Bunyad
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03860,SKU00365,EveryDay Mixed Tea Range Powder 230g,36,774,147,0,144,56760.48,3,18,126,49665.42,EveryDay Mixed Tea Range Powder 230g,0,Dairy,1,EveryDay Powder,7095.06,3,347658,6,6,,Dairy,1,6,Bravo,,,,62376,5,167,,,,EveryDay Mixed Tea Range Powder 250g,90114,MSKU03251,ST001-Core,Yes,14500000,115560,SKU03860 MRP-[430],Top15-SubCat,Powdered Milk,EveryDay Mixed Tea Range Powder 230g,EveryDay Powder
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03861,SKU00366,EveryDay Original 560g,12,357,56,0,162,147006.9,13,4,160,145192,EveryDay Original 560g,2,Dairy,18161,EveryDay Powder,1814.9,13,56,20,6,,Dairy,1,20,Bravo,,,,68714,6,71,,,,EveryDay Mixed Tea Range Powder 600g,215944,MSKU03252,ST001-Core,Yes,14500000,211482,SKU03861 MRP-[1050],Top15-SubCat,Powdered Milk,EveryDay Original 560g,EveryDay Powder
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU09390,SKU09390,Nescafe Chilled Latte 220ML x12,12,472,126,0,0,0,0,0,0,0,Nescafe Chilled Latte 220ML x12,0,Dairy,1,Nescafe Chilled,0,0,0,20,6,13,Dairy,1,20,Bravo,,,,35281,24,292,,,No,Nescafe Chilled Latte 220ml x12,37310,MSKU07872,,No,14500000,44645,SKU09390 MRP-[140],,Flavoured Milk,Nescafe Chilled Latte 220ML x12,OOS SKU
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03844,SKU00296,Milk Pak Cream 200ml 1x24 Carton,24,1776,560,0,672,129704.47,28,0,672,129704.47,Milk Pak Cream 200ml 1x24 Carton,0,Dairy,1,Milk Pak Cream,0,28,907932,26,6,,Dairy,1,26,Bravo,,,,165868,38,912,,No,,Milk Pak Cream,97980,MSKU03235,ST001-Core,No,14500000,91614,SKU03844 MRP-[210],Top15-SubCat,Cream,Milk Pak Cream 200ml 1x24 Carton,Milk Pak Cream
Nestle,Jugnu Fulfillment Centre - Islamabad,SKU03929,SKU00246,Nido FortiGrow Improved 650g,12,60,399,0,0,0,0,0,0,0,Nido FortiGrow Improved 650g,2,Dairy,26444,Nido,0,0,0,40,6,11,Dairy,1,40,Bravo,,,,111695,9,111,,,No,Nido FortiGrow Improved 650g,79002,MSKU03320,,No,14500000,73869,SKU03929 MRP-[1190],,Powdered Milk,Nido FortiGrow Improved 650g,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06279,731400,Coca Cola Zero Sugar 500 ML PET Case of 12,12,24,406,0,0,0,0,0,0,0,Coca Cola Zero Sugar 500 ML PET Case of 12,0,Beverages,1,Coca Cola Zero Sugar,0,0,0,97,5,50,Beverages,1,97,Charlie,,,,40736,51,612,,,,Coca Cola Zero Sugar 500 ML PET 1x12,,MSKU03957,,No,18000000,,SKU06279 MRP-[81],,Soft Drinks,Coca Cola Zero Sugar 500 ML PET Case of 12,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06268,291400,Sprite 500 ML PET (Case of 12),12,9348,1358,0,6036,411147.77,448,0,5376,366191.25,Sprite 500 ML PET (Case of 12),61,Beverages,53549,Sprite,44956.52,448,48,40,5,,Beverages,1,40,Charlie,,,,98025,112,1344,Core,,,Sprite 500 ML PET 1x12,217920,MSKU03945,ST001-Core,Yes,18000000,251981,SKU06268 MRP-[81],,Soft Drinks,Sprite 500 ML PET (Case of 12),Sprite
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06281,733500,Coca Cola Zero Sugar 1.5 Ltr PET Case of 6,6,1374,210,0,0,0,0,0,0,0,Coca Cola Zero Sugar 1.5 Ltr PET Case of 6,43,Beverages,36217,Coca Cola Zero Sugar,0,0,0,91,5,5,Beverages,1,91,Charlie,,,,63069,75,450,,,,Coca Cola Zero Sugar 1.5 Ltr PET 1x6,93259,MSKU03959,,No,18000000,106879,SKU06281 MRP-[171],,Soft Drinks,Coca Cola Zero Sugar 1.5 Ltr PET Case of 6,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06269,293500,Sprite 1.5 Ltr PET (Case of 6),6,27623,3857,0,2760,384530.01,368,0,2208,307624.01,Sprite 1.5 Ltr PET (Case of 6),1126,Beverages,924469,Sprite,76906,368,2,12,5,,Beverages,1,12,Charlie,,,,1246995,1514,9084,Core,,,Sprite 1.5 Ltr PET 1x6,2045233,MSKU03946,ST001-Core,Yes,18000000,2115322,SKU06269 MRP-[171],Top15-SubCat,Soft Drinks,Sprite 1.5 Ltr PET (Case of 6),OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06273,534400,Cappy Orange 350 ML PET Case of 12,12,1236,378,0,0,0,0,0,0,0,Cappy Orange 350 ML PET Case of 12,0,Beverages,1,Cappy,0,0,0,40,5,22,Beverages,1,40,Charlie,45096,30,39074,47346,37,444,,,,Cappy Orange 350 ML PET 1x12,7675,MSKU03968,,No,18000000,46507,SKU06273 MRP-[108],,Soft Drinks,Cappy Orange 350 ML PET Case of 12,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06271,294300,Sprite 1 Ltr PET Case of 6,6,11466,1764,0,0,0,0,0,0,0,Sprite 1 Ltr PET Case of 6,457,Beverages,288039,Sprite,0,0,0,34,5,5,Beverages,1,34,Charlie,45096,300,197482,431115,684,4104,,,,Sprite 1 Ltr PET 1x6,700014,MSKU03948,ST001-Core,No,18000000,689360,SKU06271 MRP-[123],,Soft Drinks,Sprite 1 Ltr PET Case of 6,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06265,104100,Coca Cola 2.25 Ltr PET (Case of 6),6,9162,1792,0,2310,460442.85,197,0,1182,235603.22,Coca Cola 2.25 Ltr PET (Case of 6),352,Beverages,426742,Coca Cola,224839.63,197,4,14,5,,Beverages,1,14,Charlie,,,,712854,588,3528,Core,,,Coca Cola 2.25 Ltr PET 1x6,1197537,MSKU03940,ST001-Core,Yes,18000000,1099295,SKU06265 MRP-[228],Top15-SubCat,Soft Drinks,Coca Cola 2.25 Ltr PET (Case of 6),Coca Cola
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06263,103570,Coca Cola 1.5 Ltr PET (Case of 6),6,113992,15232,0,18564,2574068.81,2625,0,15750,2183881.91,Coca Cola 1.5 Ltr PET (Case of 6),2903,Beverages,2397778,Coca Cola,390186.9,2625,6,5,5,,Beverages,1,5,Charlie,45097,3490,2911183,4755221,5757,34541,Core,,,Coca Cola 1.5 Ltr PET 1x6,8918956,MSKU03939,ST001-Core,Yes,18000000,9412339,SKU06263 MRP-[171],Top15-SubCat,Soft Drinks,Coca Cola 1.5 Ltr PET (Case of 6),Coca Cola
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU10704,SKU10704,Fuzetea Lemon Flavor 250Ml,12,436,105,0,152,11453.99,7,1,85,6405.19,Fuzetea Lemon Flavor 250Ml,3,Beverages,2718,Fuze tea,5048.8,7,16,214,5,,Beverages,1,214,Charlie,,,,6568,7,87,,,No,Fuzetea Lemon flavor 250 ml,7851,MSKU08760,,Yes,18000000,14812,SKU10704 MRP-[88],Top15-SubCat,Ice tea,Fuzetea Lemon Flavor 250Ml,Fuze tea
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06264,101400,Coca Cola 500 ML PET (Case of 12),12,30564,4179,0,3876,273358.51,210,0,2520,177725.35,Coca Cola 500 ML PET (Case of 12),209,Beverages,183583,Coca Cola,95633.16,210,7,14,5,,Beverages,1,14,Charlie,,,,365858,418,5016,Core,,,Coca Cola 500 ML PET 1x12,892068,MSKU03938,ST001-Core,Yes,18000000,984426,SKU06264 MRP-[81],Top15-SubCat,Soft Drinks,Coca Cola 500 ML PET (Case of 12),Coca Cola
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06266,104300,Coca Cola 1 Ltr PET Case of 6,6,38176,6384,0,2917,320880.38,318,1,1909,209996.79,Coca Cola 1 Ltr PET Case of 6,1753,Beverages,1129540,Coca Cola,110883.59,318,1,12,5,,Beverages,1,12,Charlie,,,,1280977,1988,11927,Core,,,Coca Cola 1 Ltr PET 1x6,2155694,MSKU03941,ST001-Core,Yes,18000000,2242383,SKU06266 MRP-[123],Top15-SubCat,Soft Drinks,Coca Cola 1 Ltr PET Case of 6,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06285,306800,Sprite Lemon Mint 500 ML PET Case of 12,12,30983,6517,0,0,0,0,0,0,0,Sprite Lemon Mint 500 ML PET Case of 12,526,Beverages,457309,Sprite Lemon Mint,0,0,0,12,5,5,Beverages,1,12,Charlie,45096,150,121500,468508,539,6467,Core,,,Sprite Lemon Mint 500 ML PET 1x12,751589,MSKU03963,ST001-Core,No,18000000,1036696,SKU06285 MRP-[81],Top15-SubCat,Soft Drinks,Sprite Lemon Mint 500 ML PET Case of 12,OOS SKU
Coca Cola,Jugnu Fulfillment Centre - Islamabad,SKU06282,301400,Sprite Zero Sugar 500 ML PET Case of 12,12,0,0,0,0,0,0,0,0,0,Sprite Zero Sugar 500 ML PET Case of 12,0,Beverages,1,Sprite Zero Sugar,0,0,0,91,5,58,Beverages,1,91,Charlie,,,,69095,89,1068,,,,Sprite Zero Sugar 500 ML PET 1x12,,MSKU03960,,No,18000000,,SKU06282 MRP-[81],,Soft Drinks,Sprite Zero Sugar 500 ML PET Case of 12,OOS SKU
Dalda,Jugnu Fulfillment Centre - Islamabad,SKU07927,SKU07927,Dalda Cooking Oil Bottle 3L (MRP2020),6,40,105,0,0,0,0,0,0,0,Dalda Cooking Oil Bottle 3L (MRP2020),0,Oil and Ghee,1,Dalda Cooking Oil,0,0,0,69,12,52,Oil and Ghee,1,69,Bravo,,,,223299,20,121,Core,,,Dalda Cooking Oil Bottle 3 ltr,,MSKU06617,,No,21000000,480669,SKU07927 MRP-[2020],Top15-SubCat,Oil,Dalda Cooking Oil Bottle 3L (MRP2020),OOS SKU
Dalda,Jugnu Fulfillment Centre - Islamabad,SKU07508,dcob3,Dalda Cooking Oil Bottle 3L (MRP1910 ),6,162,105,0,179,318572.57,27,4,166,295436.01,Dalda Cooking Oil Bottle 3L (MRP1990 ),13,Oil and Ghee,143335,Dalda Cooking Oil,23136.56,27,14,17,12,,Oil and Ghee,1,17,Bravo,45101,30,320399,223299,20,121,Core,,,Dalda Cooking Oil Bottle 3 ltr,206045,MSKU06617,,Yes,21000000,480669,SKU07508 MRP-[1990],Top15-SubCat,Oil,Dalda Cooking Oil Bottle 3L (MRP2020),Dalda Cooking Oil
Dalda,Jugnu Fulfillment Centre - Islamabad,SKU09980,SKU09980,Dalda Banaspati Ghee 5KG Tin (MRP 2990),1,141,98,0,0,0,0,0,0,0,Dalda Banaspati Ghee 5KG Tin (MRP 2990),0,Oil and Ghee,1,Dalda Banaspati Ghee,0,0,0,38,12,28,Oil and Ghee,1,38,Bravo,,,,203155,73,73,,,,Dalda Banaspati Ghee 5Kg Tin,,MSKU08345,,No,21000000,452450,SKU09980 MRP-[2990],Top15-SubCat,Ghee,Dalda Banaspati Ghee 5KG Tin (MRP 2990),OOS SKU
