ManufacturerName,Distribution Name,SKU Code,SKU Manufacturer Code,SKU Description,Units In Carton,AWS in Units,AWS Adjusted,MSL in Units,Available Total Units,Total buying Amount,Live Cartons,Live Units,Live Total Units,Live Total buying Amount,SKUDescription,AWSQty,BusinessUnitName,LTDS_Amount,BrandName,Sale,Ctn,SCD,LastOrderDateSKU,LastOrderDateManu,OOS,SKU Category,totalsku,lastpurday,type,OdrDat,OdrQty,OdrValue,AWSActiveAmt,AWSActive,AWSAtvPcs,TopSKU,AllowSec,AllowPri,MasterSKUDescription,MTD,MasterSKUCode,tags,Shown in App,TGT,TGTskulevel,MRP,top15,SubCategoryName,desc,SubCatNew
Dairyland Pvt Ltd,Jugnu Fulfillment Centre - Islamabad,SKU09170,SKU09170,DayFresh Flavor Milk Strawberry 225ML,12,3792,567,0,180,11919.89,0,0,0,0,DayFresh Flavor Milk Strawberry 225ML,51,Dairy,44103,DayFresh,11919.89,0,0,10,10,5,Dairy,1,10,Bravo,45103,60,48536,66478,77,924,,,,DayFresh Flavor Milk Strawberry 225ML,115986,MSKU07669,ST001-Core,No,500000,147891,SKU09170 MRP-[80],Top15-SubCat,Flavoured Milk,DayFresh Flavor Milk Strawberry 225ML,OOS SKU
Dairyland Pvt Ltd,Jugnu Fulfillment Centre - Islamabad,SKU09168,SKU09168,DayFresh Flavor Milk Chocolate 225ML,12,3048,504,0,336,22282.18,9,0,108,7162.13,DayFresh Flavor Milk Chocolate 225ML,40,Dairy,34590,DayFresh,15120.05,9,1,10,10,,Dairy,1,10,Bravo,45103,50,40447,49223,57,684,,,,DayFresh Flavor Milk Chocolate 225ML,101281,MSKU07667,ST001-Core,Yes,500000,118252,SKU09168 MRP-[80],Top15-SubCat,Flavoured Milk,DayFresh Flavor Milk Chocolate 225ML,OOS SKU
Dairyland Pvt Ltd,Jugnu Fulfillment Centre - Islamabad,SKU09167,SKU09167,DayFresh Flavor Milk Zafrani 225ML,12,2424,490,0,84,5586.4,1,0,12,798.06,DayFresh Flavor Milk Zafrani 225ML,14,Dairy,12108,DayFresh,4788.34,1,0,10,10,,Dairy,1,10,Bravo,45103,40,32357,40249,47,564,,,,DayFresh Flavor Milk Zafrani 225ML,52274,MSKU07666,ST001-Core,Yes,500000,88533,SKU09167 MRP-[80],Top15-SubCat,Flavoured Milk,DayFresh Flavor Milk Zafrani 225ML,OOS SKU
Dairyland Pvt Ltd,Jugnu Fulfillment Centre - Islamabad,SKU09171,SKU09171,Day Fresh Flavor Milk Banana 225ML,12,1320,273,0,0,0,0,0,0,0,Day Fresh Flavor Milk Banana 225ML,31,Dairy,26806,DayFresh,0,0,0,10,10,5,Dairy,1,10,Bravo,45103,25,20223,40587,47,564,,,,Day Fresh Flavor Milk Banana 225ML,43140,MSKU07670,,No,500000,52161,SKU09171 MRP-[80],Top15-SubCat,Flavoured Milk,Day Fresh Flavor Milk Banana 225ML,OOS SKU
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07960,TC01,Trig Card,60,3,7,0,56,71556.71,0,55,55,70278.91,Trig Card,0,Home & Personal Care,1,Treet,1277.8,0,491953,139,38,,Personal Care,1,139,Alpha,,,,11082,0,8,,,No,Trig Card,,MSKU06932,,Yes,550000,,SKU07960 MRP-[1393],,Shaving/Razors,Trig Card,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07961,TCC2,Treet Classic Card,60,8,7,0,100,115828.87,1,39,99,114670.58,Treet Classic Card,0,Home & Personal Care,2544,Treet,1158.29,1,316,42,38,,Personal Care,1,42,Alpha,,,,18997,0,15,,,No,Treet Classic Card,3825,MSKU06931,ST001-Core,Yes,550000,4668,SKU07961 MRP-[1400],,Shaving/Razors,Treet Classic Card,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07956,F1P01,Femina 1s Pouch,576,1344,371,0,528,13633.27,0,432,432,11154.5,Femina 1s Pouch,0,Home & Personal Care,1,Treet,2478.77,0,78082,123,38,,Personal Care,1,123,Alpha,,,,22131,1,816,,,,Femina 1s Pouch,16978,MSKU06947,ST001-Core,Yes,550000,27008,SKU07956 MRP-[30],Top15-SubCat,Shaving/Razors,Femina 1s Pouch,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07965,TBCBC01,Treet Black carbon blade Card,60,68,14,0,35,30554.94,0,31,31,27062.95,Treet Black carbon blade Card,0,Home & Personal Care,6615,Treet,3491.99,0,29,42,38,,Personal Care,1,42,Alpha,,,,16065,0,17,,,,Treet Black carbon blade Card,27359,MSKU06916,ST001-Core,Yes,550000,44765,SKU07965 MRP-[1000],Top15-SubCat,Shaving/Razors,Treet Black carbon blade Card,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU12126,SKU12126,Treet - III Orange,144,0,0,0,0,0,0,0,0,0,Treet - III Orange,0,Home & Personal Care,1,Treet,0,0,0,115,38,58,Personal Care,1,115,Alpha,,,,15483,3,492,,,No,Treet Razor-3,,MSKU06956,ST001-Core,No,550000,,SKU12126 MRP-[40],,Shaving/Razors,Treet - III Orange,OOS SKU
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07963,TTC001,Treet TEZ Card,60,0,0,0,0,0,0,0,0,0,Treet TEZ Card,0,Home & Personal Care,1,Treet,0,0,0,115,38,95,Personal Care,1,115,Alpha,,,,27331,1,54,,,,Treet TEZ Card,,MSKU06926,ST001-Core,No,550000,,SKU07963 MRP-[600],,Shaving/Razors,Treet TEZ Card,OOS SKU
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU11831,SKU11831,Treet Hygiene Razor1s Pouch,576,10125,2702,0,5292,161020.73,8,58,4666,141973.3,Treet Hygiene Razor1s Pouch,0,Home & Personal Care,1,Treet,19047.43,8,993814,38,38,,Personal Care,1,38,Alpha,,,,113784,6,3554,Core,,,THR 1s Pouch,82370,MSKU09292,ST001-Core,Yes,550000,241591,SKU11831 MRP-[35],Top15-SubCat,Shaving/Razors,Treet Hygiene Razor1s Pouch,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07959,TPS001,Treet Platium Card,30,121,35,0,54,74697.11,1,15,45,62247.6,Treet Platium Card,0,Home & Personal Care,1,Treet,12449.51,1,435734,42,38,,Personal Care,1,42,Alpha,,,,59218,1,40,Core,,,T Platium Card,69557,MSKU06933,ST001-Core,Yes,550000,142208,SKU07959 MRP-[1600],Top15-SubCat,Shaving/Razors,Treet Platium Card,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU12127,SKU12127,Femina Pouch 1x5s,1080,1620,231,0,80,1794.45,0,75,75,1682.3,Femina Pouch 1x5s,0,Home & Personal Care,2842,Treet,112.15,0,4,42,38,,Personal Care,1,42,Alpha,,,,9250,0,370,,,,Femina 5s Pouch,24820,MSKU06948,ST001-Core,Yes,550000,34227,SKU12127 MRP-[140],,Shaving/Razors,Femina Pouch 1x5s,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07957,TREETIIP01,TREET IIPlatinum,576,1776,686,0,1056,29212.38,1,144,720,19917.53,TREET IIPlatinum,0,Home & Personal Care,1,Treet,9294.85,1,139423,42,38,,Personal Care,1,42,Alpha,,,,28438,2,1008,,,,TREET II-Platinum,24395,MSKU06942,ST001-Core,Yes,550000,50857,SKU07957 MRP-[35],Top15-SubCat,Shaving/Razors,TREET IIPlatinum,Treet
Treet Razors,Jugnu Fulfillment Centre - Islamabad,SKU07962,TDS001,Treet Dura Sharp Card,60,17,14,0,60,71930.32,0,58,58,69532.64,Treet Dura Sharp Card,0,Home & Personal Care,1,Treet,2397.68,0,486729,,38,,Personal Care,1,,Alpha,,,,18903,0,15,,,,Treet Dura Sharp Card,,MSKU06930,ST001-Core,Yes,550000,4675,SKU07962 MRP-[1400],,Shaving/Razors,Treet Dura Sharp Card,Treet
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU07905,78787886b,National Custard Banana 45g,144,0,0,0,0,0,0,0,0,0,National Custard Banana  45g,0,Packaged Foods,1,National Desserts,0,0,0,307,7,,Meetha,1,307,Alpha,,,,1954,1,214,,,,National Custard Banana  30g,,MSKU04868,,No,574082.5853,,SKU07905 MRP-[30],,Custards and Jellies,National Custard Banana 45g,OOS SKU
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU05526,78787891,National Kheer Mix 155g,72,706,154,0,0,0,0,0,0,0,National Kheer Mix 155g,0,Packaged Foods,1,National Desserts,0,0,0,42,7,17,Meetha,1,42,Alpha,,,,11425,1,92,Core,,No,National Kheer Mix 155g,11417,MSKU04873,ST001-Core,No,574082.5853,69106,SKU05526 MRP-[121],Top15-SubCat,Custards and Jellies,National Kheer Mix 155g,OOS SKU
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU05519,78787884,National Custard Mango 120g,96,1238,203,0,216,17991.98,1,38,134,11161.69,National Custard Mango 120g,2,Packaged Foods,12541,National Desserts,6830.29,1,6,18,7,,Meetha,1,18,Alpha,,,,22071,3,271,Core,,,National Custard Mango 120g,45872,MSKU04866,ST001-Core,Yes,574082.5853,120081,SKU05519 MRP-[96],Top15-SubCat,Custards and Jellies,National Custard Mango 120g,National Desserts
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU05518,78787883,National Custard Strawberry 120g,96,1383,217,0,66,5496.77,0,0,0,0,National Custard Strawberry 120g,2,Packaged Foods,13682,National Desserts,5496.77,0,0,18,7,5,Meetha,1,18,Alpha,,,,23619,3,290,Core,,,National Custard Starbery 120g,43037,MSKU04865,ST001-Core,No,574082.5853,116254,SKU05518 MRP-[96],Top15-SubCat,Custards and Jellies,National Custard Strawberry 120g,OOS SKU
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU07907,78787888aa,National Custard Mango 45g,144,6,252,0,0,0,0,0,0,0,National Custard Mango 45g,0,Packaged Foods,1,National Desserts,0,0,0,307,7,39,Meetha,1,307,Alpha,,,,8568,2,336,,,,National Custard Mango 30g,,MSKU04870,,No,574082.5853,,SKU07907 MRP-[40],,Custards and Jellies,National Custard Mango 45g,OOS SKU
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU09944,SKU09944,National Vermecilli 140g,72,3600,658,0,0,0,0,0,0,0,National Vermecilli 140g,16,Packaged Foods,69702,National Desserts,0,0,0,18,7,5,Meetha,1,18,Alpha,,,,88247,20,1418,Core,,,National Vermecilli 140g,107932,MSKU04862,ST001-Core,No,574082.5853,268642,SKU09944 MRP-[75],Top15-SubCat,Custards and Jellies,National Vermecilli 140g,OOS SKU
National Foods,Jugnu Fulfillment Centre - Islamabad,SKU14562,78787891,National Kheer Mix 155g,72,114,154,0,594,74262.47,7,5,509,63635.69,National Kheer Mix 155g,0,Packaged Foods,4352,National Desserts,10626.78,7,102,7,7,,Meetha,1,7,Alpha,,,,11425,1,92,Core,,,National Kheer Mix 155g,9715,MSKU04873,,Yes,574082.5853,69106,SKU14562 MRP-[140],Top15-SubCat,Custards and Jellies,National Kheer Mix 155g,National Desserts
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU11751,SKU11751,Catty Chins Cheese Rs. 60,12,3492,672,0,48,2369.25,0,0,0,0,Catty Chins Cheese Rs. 60,34,Confectionary,21114,Super Crisp Chips,2369.25,0,0,19,19,5,Snacks,1,19,Alpha,45103,80,47385,43944,71,852,Core,,,Catty Chins Cheese Rs. 50,78558,MSKU06738,ST001-Core,No,580000,132429,SKU11751 MRP-[60],Top15-SubCat,Chips,Catty Chins Cheese Rs. 60,OOS SKU
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07632,8964000585887,Super Crisp Nimko Mexican Chilli (Rs. 30),48,1824,693,0,0,0,0,0,0,0,Super Crisp Nimko Mexican Chilli (Rs. 30),0,Confectionary,1,Super Crisp Nimko and Peanuts,0,0,0,35,19,25,Snacks,1,35,Alpha,45103,5,5924,19773,16,768,,,,Nimko  MEXICAN CHILLI Rs. 20,3692,MSKU06723,,No,580000,18398,SKU07632 MRP-[30],Top15-SubCat,Nimko,Super Crisp Nimko Mexican Chilli (Rs. 30),OOS SKU
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07615,8964000585849,Super Crisp MASALA Rs. 20,48,4176,630,0,912,15130.81,14,0,672,11149.02,Super Crisp MASALA Rs. 20,7,Confectionary,5845,Super Crisp Chips,3981.79,14,13,24,19,,Snacks,1,24,Alpha,45103,20,15927,12492,15,720,,,,Super Crisp MASALA Rs. 20,19974,MSKU06706,ST001-Core,Yes,580000,35245,SKU07615 MRP-[20],Top15-SubCat,Chips,Super Crisp MASALA Rs. 20,Super Crisp Chips
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07636,8964000585108,Super Crisp Peanut Fried Salt (Rs. 30),48,0,0,0,0,0,0,0,0,0,Super Crisp Peanut Fried Salt (Rs. 30),0,Confectionary,1,Super Crisp Nimko and Peanuts,0,0,0,84,19,58,Snacks,1,84,Alpha,45103,5,5924,20003,16,768,,,,Peanut Fried Salt Rs. 20,,MSKU06727,,No,580000,,SKU07636 MRP-[30],Top15-SubCat,Nimko,Super Crisp Peanut Fried Salt (Rs. 30),OOS SKU
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU11768,SKU11768,Catty Chins Cheese Rs.30,48,5232,868,0,480,11849.09,3,0,144,3554.73,Catty Chins Cheese Rs.30,5,Confectionary,6210,Super Crisp Chips,8294.36,3,4,24,19,,Snacks,1,24,Alpha,45103,20,23698,23547,19,912,Core,,,Catty Chins Cheese Rs. 20,54464,MSKU06736,ST001-Core,Yes,580000,86272,SKU11768 MRP-[30],Top15-SubCat,Chips,Catty Chins Cheese Rs.30,Super Crisp Chips
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07644,8964000585795,Catty Chins Cheese (Rs. 20),60,7380,1141,0,1200,19554.96,15,0,900,14666.22,Catty Chins Cheese (Rs. 20),6,Confectionary,6546,Super Crisp Chips,4888.74,15,16,24,19,,Snacks,1,24,Alpha,45103,20,20815,26035,24,1440,,,,Catty Chins Cheese Rs. 10,48880,MSKU06735,ST001-Core,Yes,580000,78332,SKU07644 MRP-[20],Top15-SubCat,Chips,Catty Chins Cheese (Rs. 20),Super Crisp Chips
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU11750,SKU11750,Catty Chins Cheese Rs. 40,24,5400,882,0,0,0,0,0,0,0,Catty Chins Cheese Rs. 40,25,Confectionary,20875,Super Crisp Chips,0,0,0,19,19,5,Snacks,1,19,Alpha,45103,60,47781,39167,47,1128,Core,,,Catty Chins Cheese Rs. 30,78304,MSKU06737,ST001-Core,No,580000,118030,SKU11750 MRP-[40],Top15-SubCat,Chips,Catty Chins Cheese Rs. 40,OOS SKU
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07612,8961100083022,Super Crisp BBQ Rs. 20,48,3648,749,0,1200,19908.96,20,0,960,15927.17,Super Crisp BBQ Rs. 20,10,Confectionary,8350,Super Crisp Chips,3981.79,20,13,19,19,,Snacks,1,19,Alpha,45103,20,15927,17469,21,1008,,,,Super Crisp BBQ Rs. 20,25786,MSKU06703,ST001-Core,Yes,580000,39042,SKU07612 MRP-[20],Top15-SubCat,Chips,Super Crisp BBQ Rs. 20,Super Crisp Chips
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07614,8964000585757,Super Crisp Sweet Chilli Rs. 20,48,2112,490,0,336,5574.51,6,0,288,4778.15,Super Crisp Sweet Chilli Rs. 20,7,Confectionary,5845,Super Crisp Chips,796.36,6,6,19,19,,Snacks,1,19,Alpha,,,,14151,17,816,,,,Super Crisp Sweet Chilli Rs. 20,22492,MSKU06705,,Yes,580000,32396,SKU07614 MRP-[20],Top15-SubCat,Chips,Super Crisp Sweet Chilli Rs. 20,Super Crisp Chips
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07613,8961100083015,Super Crisp Salted Rs. 20,48,2928,504,0,672,11149.02,12,0,576,9556.3,Super Crisp Salted Rs. 20,8,Confectionary,6680,Super Crisp Chips,1592.72,12,10,24,19,,Snacks,1,24,Alpha,45103,10,7963,11646,14,672,,,,Super Crisp Salted Rs. 20,18326,MSKU06704,ST001-Core,Yes,580000,31406,SKU07613 MRP-[20],Top15-SubCat,Chips,Super Crisp Salted Rs. 20,Super Crisp Chips
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07640,8964000585598,Super Crisp Daal Moong Salted (Rs. 30),48,720,469,0,0,0,0,0,0,0,Super Crisp Daal Moong Salted (Rs. 30),0,Confectionary,1,Super Crisp Nimko and Peanuts,0,0,0,45,19,22,Snacks,1,45,Alpha,,,,19054,15,720,,,,Daal Moong Salt Rs. 20,3675,MSKU06731,,No,580000,8450,SKU07640 MRP-[30],,Nimko,Super Crisp Daal Moong Salted (Rs. 30),OOS SKU
Super Crisp,Jugnu Fulfillment Centre - Islamabad,SKU07628,8964000585871,Super Crisp Nimko Mix Spicy (Rs. 30),48,48,0,0,0,0,0,0,0,0,Super Crisp Nimko Mix Spicy (Rs. 30),0,Confectionary,1,Super Crisp Nimko and Peanuts,0,0,0,74,19,56,Snacks,1,74,Alpha,45103,5,5924,24794,20,960,,,,Nimko Mix Mix Spicy Rs. 10,,MSKU06719,,No,580000,,SKU07628 MRP-[30],Top15-SubCat,Nimko,Super Crisp Nimko Mix Spicy (Rs. 30),OOS SKU
Shahi,Jugnu Fulfillment Centre - Islamabad,SKU07903,8964000598382,Elaichi (1x48) Rs.5,24,673,175,0,0,0,0,0,0,0,Elaichi (1x48)  Rs.5,0,Confectionary,1,Shahi Meva,0,0,0,20,20,15,Confectionary,1,20,,45103,10,44499,31701,7,163,Core,,,Elaichi Rs5 (48x24),35165,MSKU07005,ST001-Core,No,585000,132351,SKU07903 MRP-[240],Top15-SubCat,Supari,Elaichi (1x48) Rs.5,OOS SKU
Shahi,Jugnu Fulfillment Centre - Islamabad,SKU10538,8964000598283,Shahi Deluxe Box,144,1139,140,0,867,84586.6,5,105,825,80488.98,Shahi Deluxe Box,1,Confectionary,9613,Shahi Meva,4097.62,5,59,38,20,,Confectionary,1,38,,,,,16276,1,163,,,,Shahi Deluxe Rs. 2 (12x12) 144 Boxes,31935,MSKU08707,ST001-Core,Yes,585000,90402,SKU10538 MRP-[120],Top15-SubCat,Supari,Shahi Deluxe Box,Shahi Meva
Shahi,Jugnu Fulfillment Centre - Islamabad,SKU10775,8964000597903a,AasPas (chocolate) Rs.5,24,301,49,0,13,2410.07,0,3,3,556.17,AasPas (chocolate) Rs.5,2,Confectionary,7407,Shahi Meva,1853.9,0,1,38,20,,Confectionary,1,38,,,,,15378,3,79,,,No,AasPas Rs5 (chocolate WO BTNT),30358,MSKU07002,,Yes,585000,87772,SKU10775 MRP-[240],Top15-SubCat,Supari,AasPas (chocolate) Rs.5,OOS SKU
Shahi,Jugnu Fulfillment Centre - Islamabad,SKU10776,8964000597927a,Meva (1X48) Rs.5,24,1204,280,0,0,0,0,0,0,0,Meva (1X48) Rs.5,0,Confectionary,1,Shahi Meva,0,0,0,20,20,13,Confectionary,1,20,,45103,12,53399,32081,7,165,Core,,,Meva Rs5 (24X24),53520,MSKU07003,ST001-Core,No,585000,216070,SKU10776 MRP-[240],Top15-SubCat,Supari,Meva (1X48) Rs.5,OOS SKU
Shahi,Jugnu Fulfillment Centre - Islamabad,SKU07902,8964000596517,Meva (1x12) Rs.10,12,600,168,0,0,0,0,0,0,0,Meva (1x12) Rs.10,0,Confectionary,183,Shahi Meva,0,0,0,20,20,11,Confectionary,1,20,,45103,10,11126,15471,13,161,Core,,,Meva Rs10 (12x12),12964,MSKU07004,,No,585000,58405,SKU07902 MRP-[120],Top15-SubCat,Supari,Meva (1x12) Rs.10,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12245,1782514,Palmolive Shampoo Intensive Moisture 80ml,48,362,63,0,111,12527.53,1,29,77,8690.27,Palmolive Shampoo Intensive Moisture 80ml,1,Home & Personal Care,8338,Colgate Palmolive Shampoo,3837.26,1,7,52,5,,Personal Care,1,52,Alpha,,,,16442,3,138,,,No,Palmolive Shampoo Intensive Moisture 80ml,22264,MSKU09638,,Yes,595253.3037,19493,SKU12245 MRP-[130],,Shampoos/Conditioner,Palmolive Shampoo Intensive Moisture 80ml,Colgate Palmolive Shampoo
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12242,1782472,Palmolive Shampoo Healthy & Smooth 4ML Sachet x12,480,9600,3255,0,10,42.43,0,10,10,42.43,Palmolive Shampoo Healthy & Smooth 4ML Sachet x12,0,Home & Personal Care,1,Colgate Palmolive Shampoo,0,0,297,31,5,,Personal Care,1,31,Alpha,,,,14360,7,3168,,,No,Palmolive Shampoo Healthy & Strong 4.5ML Sachet x12,17296,MSKU09635,ST001-Core,No,595253.3037,18346,SKU12242 MRP-[5],,Shampoos/Conditioner,Palmolive Shampoo Healthy & Smooth 4ML Sachet x12,Colgate Palmolive Shampoo
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12240,1782960,Palmolive Natural Shampoo Intensive Moisture 375ml (MRP 530),12,67,21,0,35,15776.15,2,8,32,14423.9,Palmolive Natural Shampoo Intensive Moisture 375ml (MRP 530),0,Home & Personal Care,486,Palmolive Shampoo/Conditioners,1352.25,2,208,87,5,,Personal Care,1,87,Alpha,,,,14074,2,29,,,,PONSH INTENSIVE MOISTURE 375 ML,10205,MSKU05471,,Yes,595253.3037,10309,SKU12240 MRP-[530],,Shampoos/Conditioner,Palmolive Natural Shampoo Intensive Moisture 375ml (MRP 530),Palmolive Shampoo/Conditioners
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14932,1780360,Palmolive Naturals Refreshing glow 98g,108,352,161,0,719,64829.35,6,48,696,62755.54,Palmolive Naturals Refreshing glow 98g,1,Home & Personal Care,11460,Palmolive Soaps/Handwash,2073.81,6,38,18,5,,Personal Care,1,18,Alpha,,,,23286,2,254,,,,PALMOLIVE NATURALS - O 100G,23286,MSKU05437,,Yes,595253.3037,15954,SKU14932 MRP-[97],,Soaps/Facewash,Palmolive Naturals Refreshing glow 98g,Palmolive Soaps/Handwash
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14232,1780295,Palmolive Naturals Refreshing Glow 3 in 1 98 gm (MRP 271),36,563,119,0,337,84905.8,8,33,321,80874.67,Palmolive Naturals Refreshing Glow 3 in 1 98 gm (MRP 271),1,Home & Personal Care,10160,Palmolive Soaps/Handwash,4031.13,8,56,5,5,,Personal Care,1,5,Alpha,45096,10,90700,40393,4,159,Core,,,PON 3 IN 1 SAVER PACK - 100G X 3 (32pcs),63227,MSKU05445,ST001-Core,Yes,595253.3037,62380,SKU14232 MRP-[271],,Soaps/Facewash,Palmolive Naturals Refreshing Glow 3 in 1 98 gm (MRP 271),Palmolive Soaps/Handwash
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12241,1782990,Palmolive Natural Shampoo Silky Straight 375ml (MRP 530),12,46,21,0,14,6373.04,0,1,1,455.22,Palmolive Natural Shampoo Silky Straight 375ml (MRP 530),0,Home & Personal Care,486,Palmolive Shampoo/Conditioners,5917.82,0,7,97,5,,Personal Care,1,97,Alpha,,,,17924,3,37,,,No,PONSH SILKY STRAIGHT 375 ML,6317,MSKU05478,,Yes,595253.3037,6313,SKU12241 MRP-[530],,Shampoos/Conditioner,Palmolive Natural Shampoo Silky Straight 375ml (MRP 530),Palmolive Shampoo/Conditioners
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14696,1780422,Palmolive Naturals Hydrating glow 130g,108,898,455,0,102,11223.39,0,11,11,1210.37,Palmolive Naturals Hydrating glow 130g,3,Home & Personal Care,38926,Palmolive Soaps/Handwash,10013.02,0,0,18,5,,Personal Care,1,18,Alpha,,,,76106,6,686,,,,PALMOLIVE NATURALS - G 135G (96pcs),76106,MSKU05436,,Yes,595253.3037,52143,SKU14696 MRP-[123],,Soaps/Facewash,Palmolive Naturals Hydrating glow 130g,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06128,1782849,Palmolive Natural Shampoo Silky Straight 180ml,24,122,28,0,60,15252.61,1,20,44,11185.25,Palmolive Natural Shampoo Silky Straight 180ml,1,Home & Personal Care,3803,Palmolive Shampoo/Conditioners,4067.36,1,21,87,5,,Personal Care,1,87,Alpha,,,,10866,2,40,,,,PONSH SILKY STRAIGHT 180 ML,14388,MSKU05477,,Yes,595253.3037,12650,SKU06128 MRP-[299],,Shampoos/Conditioner,Palmolive Natural Shampoo Silky Straight 180ml,Palmolive Shampoo/Conditioners
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU07792,SKU07792,Palmolive Naturals Soap White 130G,108,1555,287,0,1115,121627.77,9,104,1076,117373.52,Palmolive Naturals Soap White 130G,1,Home & Personal Care,16906,Palmolive Soaps/Handwash,4254.25,9,49,15,5,,Personal Care,1,15,Alpha,,,,36576,3,318,Core,,,PALMOLIVE NATURALS - W 135G (96pcs),108451,MSKU05443,ST001-Core,Yes,595253.3037,83972,SKU07792 MRP-[123],,Soaps/Facewash,Palmolive Naturals Soap White 130G,Palmolive Soaps/Handwash
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14279,1790266,Colgate Great Regular Flavour NF 100gm (MRP 180),72,196,70,0,15,2312.06,0,0,0,0,Colgate Great Regular Flavour NF 100gm (MRP 180),1,Home & Personal Care,13681,Colgate Toothpaste,2312.06,0,0,15,5,5,Personal Care,1,15,Alpha,,,,23866,2,148,,,,COLGATE GRF 100 GM NF,23866,MSKU05262,,No,595253.3037,23056,SKU14279 MRP-[180],Top15-SubCat,Toothpaste/Brush,Colgate Great Regular Flavour NF 100gm (MRP 180),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06121,1782700,Palmolive Natural Shampoo Intensive Moisture 180ml,24,184,28,0,5,1271.45,0,0,0,0,Palmolive Natural Shampoo Intensive Moisture 180ml,1,Home & Personal Care,8220,Palmolive Shampoo/Conditioners,1271.45,0,0,76,5,5,Personal Care,1,76,Alpha,45103,3,19570,14248,2,52,,,,PONSH -INTENSIVE MOISTURE 180 ML,20542,MSKU05470,,No,595253.3037,19705,SKU06121 MRP-[299],,Shampoos/Conditioner,Palmolive Natural Shampoo Intensive Moisture 180ml,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06116,1783040,Palmolive Natural Shampoo Healthy & Smooth 375ml,12,53,21,0,0,0,0,0,0,0,Palmolive Natural Shampoo Healthy & Smooth 375ml,0,Home & Personal Care,1943,Palmolive Shampoo/Conditioners,0,0,0,31,5,6,Personal Care,1,31,Alpha,,,,26230,5,54,,,No,PONSH HEALTHY & SMOOTH 375 ML,29632,MSKU05465,,No,595253.3037,23795,SKU06116 MRP-[530],,Shampoos/Conditioner,Palmolive Natural Shampoo Healthy & Smooth 375ml,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU14930,1780361,Palmolive Natural Radiant glow 98g,108,537,287,0,0,0,0,0,0,0,Palmolive Natural Radiant glow 98g,2,Home & Personal Care,21914,Palmolive Soaps/Handwash,0,0,0,18,5,5,Personal Care,1,18,Alpha,45096,5,48689,44897,5,490,,,,PALMOLIVE NATURALS - P 100G,44897,MSKU05439,,No,595253.3037,30761,SKU14930 MRP-[97],,Soaps/Facewash,Palmolive Natural Radiant glow 98g,OOS SKU
